ItemNo,Manufacturer Part No,CostPrice,Wimood_Target_Margin,Median_Achieved_Margin_Pct,Competitor_Margin_Pct,CompetitorStatus,SMB01,SMB02,SMB03,SMB04,SMB05,SMB06,SMB07,SMB08,SMB09,SMB10,SMB11,SMB12,SMB13,SMB14,SMB15,SMB16,SMB17,SMB18,SMB19,SMB20,supplierName,LTM Turnover (DKK)
W129016387,WAVE-MLO5,369.66,0.0888,0.09,,No Main Competitor,0.0888,0.09,0.09,0.09,0.09,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,0.13,0.13,0.13,0.13,No comp data,56980.117836
NS-5AC,NS-5AC,87.7,0.0696,0.0861,,No Main Competitor,0.0696,0.0861,0.0861,0.0861,0.0861,0.0861,0.0898,0.0936,0.0973,0.1011,0.1048,0.1086,0.1123,0.1161,0.1198,0.1236,0.1273,0.13,0.13,0.13,No comp data,372472.62913
POE-48-24W-WH,POE-48-24W-WH,8.31,,0.0814,,No Competitor Data,0.0789,0.0814,0.0814,0.0814,0.0814,0.0814,0.0852,0.0889,0.0927,0.0964,0.1002,0.1039,0.1077,0.1114,0.1152,0.1189,0.1227,0.1264,0.13,0.13,No comp data,49574.019819
W129287155,UACC-PRO-BULLET-ENHANCER-W,132.72,0.0247,0.0967,,No Main Competitor,0.025,0.0967,0.0967,0.0967,0.0967,0.0967,0.1004,0.1042,0.108,0.1117,0.1154,0.1192,0.123,0.1267,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,14743.406884
W129286919,UICARE-UDB-PRO-EU-D,178.09,-0.8153,0.1412,,No Main Competitor,0.025,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,4539.53664
W129012583,UACC-CABLE-PATCH-OUTDOOR-C6A-12M-W,22.16,,0.0811,0.0614,Used,0.0614,0.0732,0.0732,0.0732,0.0732,0.0732,0.077,0.0807,0.0844,0.0882,0.092,0.0957,0.0994,0.1032,0.107,0.1107,0.1144,0.1182,0.122,0.1257,ALLNET Deutschland,21381.87465
W128807289,UACC-CABLE-PATCH-EL-0.15M-W-24,62.77,0.0323,0.0667,0.0617,Used,0.0323,0.0647,0.0647,0.0647,0.0647,0.0647,0.0684,0.0722,0.0759,0.0797,0.0834,0.0872,0.0909,0.0947,0.0984,0.1022,0.1059,0.1097,0.1134,0.1172,ALLNET Deutschland,1092153.803051
W128986529,UVC-G3-F-PENDANT,7.39,,0.1352,,No Competitor Data,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,976.778061
W128912766,UACC-PSU-12V-150W,89.54,0.0878,0.06,0.0452,Used,0.0452,0.0541,0.0541,0.0541,0.0541,0.0541,0.0578,0.0616,0.0654,0.0691,0.0728,0.0766,0.0804,0.0841,0.0878,0.0916,0.0954,0.0991,0.1028,0.1066,ALLNET Deutschland,4307.985066
W129042612,UACC-OFC-MA-MPMP-0.5M,33.23,,0.0989,,No Competitor Data,0.0989,0.0989,0.0989,0.0989,0.0989,0.0989,0.1027,0.1064,0.1102,0.1139,0.1177,0.1214,0.1252,0.1289,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,2702.570288
W128863982,UICARE-USW-PRO-24-EU-D,346.26,-0.8337,0.0526,,No Main Competitor,0.025,0.0526,0.0526,0.0526,0.0526,0.0526,0.0563,0.0601,0.0639,0.0676,0.0713,0.0751,0.0789,0.0826,0.0863,0.0901,0.0939,0.0976,0.1013,0.1051,No comp data,4845.76323
W128986566,UACC-CAMERA-CJB-B,36.93,0.0588,0.0567,,No Main Competitor,0.0567,0.0567,0.0567,0.0567,0.0567,0.0567,0.0604,0.0642,0.0679,0.0717,0.0755,0.0792,0.0829,0.0867,0.0905,0.0942,0.0979,0.1017,0.1055,0.1092,No comp data,123105.587758
W128955383,UACC-AI-PRO-ENHANCER-W,135.7,0.0184,0.0526,,No Main Competitor,0.025,0.0526,0.0526,0.0526,0.0526,0.0526,0.0563,0.0601,0.0639,0.0676,0.0713,0.0751,0.0789,0.0826,0.0863,0.0901,0.0939,0.0976,0.1013,0.1051,No comp data,28294.415361
W129042592,UICARE-UA-G3-FLEX-B-D,159.63,-0.7939,0.0812,,No Main Competitor,0.025,0.0812,0.0812,0.0812,0.0812,0.0812,0.0849,0.0887,0.0924,0.0962,0.0999,0.1037,0.1074,0.1112,0.1149,0.1187,0.1224,0.1262,0.1299,0.13,No comp data,443.58151
W128377756,U6-ENTERPRISE-IW,235.4,0.0089,0.0961,0.0277,Outlier - Excluded,0.025,0.0961,0.0961,0.0961,0.0961,0.0961,0.0998,0.1036,0.1074,0.1111,0.1148,0.1186,0.1224,0.1261,0.1298,0.13,0.13,0.13,0.13,0.13,ALLNET Deutschland,163370.2793
W128881702,USW-PRO-MAX-16-POE,295.4,0.0359,0.0526,0.0277,Used,0.0277,0.0427,0.0427,0.0427,0.0427,0.0427,0.0464,0.0502,0.0539,0.0577,0.0614,0.0652,0.0689,0.0727,0.0764,0.0802,0.0839,0.0877,0.0914,0.0952,ALLNET Deutschland,4985952.167553
W127041825,LBE-5AC-GEN2-5,221.55,,0.0695,,No Competitor Data,0.067,0.0695,0.0695,0.0695,0.0695,0.0695,0.0732,0.077,0.0807,0.0845,0.0882,0.092,0.0957,0.0995,0.1032,0.107,0.1107,0.1145,0.1182,0.122,No comp data,17696.4883
W129111974,UACC-ADAPTER-RJ45-USBC-10GE,120.93,0.0378,0.077,,No Main Competitor,0.0378,0.077,0.077,0.077,0.077,0.077,0.0807,0.0845,0.0882,0.092,0.0957,0.0995,0.1032,0.107,0.1107,0.1145,0.1182,0.122,0.1258,0.1295,No comp data,200493.293041
W126203912,U-CABLE-PATCH-2M-RJ45,2.58,0.062,0.0806,,No Main Competitor,0.062,0.0806,0.0806,0.0806,0.0806,0.0806,0.0844,0.0881,0.0919,0.0956,0.0994,0.1031,0.1069,0.1106,0.1144,0.1181,0.1218,0.1256,0.1293,0.13,No comp data,161342.235314
W128407312,UACC-CABLE-PT-0.5M,7.29,,0.0638,,No Competitor Data,0.0613,0.0638,0.0638,0.0638,0.0638,0.0638,0.0675,0.0713,0.075,0.0788,0.0825,0.0863,0.09,0.0938,0.0975,0.1013,0.105,0.1088,0.1125,0.1163,No comp data,844.268001
W129234742,UICARE-UA-G3-B-D,124.81,,0.0811,,No Competitor Data,0.0786,0.0811,0.0811,0.0811,0.0811,0.0811,0.0848,0.0886,0.0923,0.0961,0.0998,0.1036,0.1074,0.1111,0.1148,0.1186,0.1224,0.1261,0.1298,0.13,No comp data,3021.123168
W128854604,UVC-G5-BULLET-3,274.0,0.0109,0.077,,No Main Competitor,0.025,0.077,0.077,0.077,0.077,0.077,0.0807,0.0845,0.0882,0.092,0.0957,0.0995,0.1032,0.107,0.1107,0.1145,0.1182,0.122,0.1258,0.1295,No comp data,1526792.175469
W128851844,UACC-DISPLAY-FM,155.09,0.0974,0.0743,0.0277,Outlier - Excluded,0.0743,0.0743,0.0743,0.0743,0.0743,0.0743,0.078,0.0818,0.0856,0.0893,0.093,0.0968,0.1006,0.1043,0.108,0.1118,0.1155,0.1193,0.123,0.1268,ALLNET Deutschland,22060.694803
W129242795,UNAS-2-W,146.78,0.1037,0.0638,,No Main Competitor,0.0613,0.0638,0.0638,0.0638,0.0638,0.0638,0.0675,0.0713,0.075,0.0788,0.0825,0.0863,0.09,0.0938,0.0975,0.1013,0.105,0.1088,0.1125,0.1163,No comp data,6977.684206
W126282112,UP-FLOODLIGHT,77.54,0.015,0.0791,,No Main Competitor,0.025,0.0791,0.0791,0.0791,0.0791,0.0791,0.0829,0.0866,0.0903,0.0941,0.0979,0.1016,0.1053,0.1091,0.1129,0.1166,0.1203,0.1241,0.1278,0.13,No comp data,99136.452359
W127042674,UACC-CABLE-PATCH-OUTDOOR-2M-W,3.78,0.0952,0.0818,0.0635,Used,0.0635,0.0745,0.0745,0.0745,0.0745,0.0745,0.0783,0.082,0.0857,0.0895,0.0932,0.097,0.1007,0.1045,0.1082,0.112,0.1157,0.1195,0.1232,0.127,ALLNET Deutschland,7210.00287
W129047254,UICARE-UCG-FIBER-EU-D,252.36,-0.8042,0.0813,,No Main Competitor,0.025,0.0813,0.0813,0.0813,0.0813,0.0813,0.0851,0.0888,0.0926,0.0963,0.1001,0.1038,0.1076,0.1113,0.1151,0.1188,0.1226,0.1263,0.13,0.13,No comp data,58803.524648
W128888586,UACC-READER-PRO-JB-B,22.16,,0.0675,,No Competitor Data,0.065,0.0675,0.0675,0.0675,0.0675,0.0675,0.0712,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,No comp data,10999.086969
W128866748,UACC-RACK-STACKING-KIT,46.16,0.029,0.0527,,No Main Competitor,0.029,0.0527,0.0527,0.0527,0.0527,0.0527,0.0564,0.0602,0.0639,0.0677,0.0714,0.0752,0.0789,0.0827,0.0864,0.0902,0.0939,0.0977,0.1014,0.1052,No comp data,7353.915168
W128986542,UACC-UMR-TS,13.85,0.1495,0.0873,0.0549,Used,0.0549,0.0743,0.0743,0.0743,0.0743,0.0743,0.078,0.0818,0.0856,0.0893,0.093,0.0968,0.1006,0.1043,0.108,0.1118,0.1155,0.1193,0.123,0.1268,ALLNET Deutschland,3408.690032
W128863988,UICARE-UDM-SE-EU-D,450.73,-0.8172,0.0884,,No Main Competitor,0.025,0.0884,0.0884,0.0884,0.0884,0.0884,0.0921,0.0959,0.0997,0.1034,0.1071,0.1109,0.1147,0.1184,0.1221,0.1259,0.1296,0.13,0.13,0.13,No comp data,65006.314749
W128940784,UACC-HDD-E-8TB,215.09,,0.0638,,No Competitor Data,0.0613,0.0638,0.0638,0.0638,0.0638,0.0638,0.0675,0.0713,0.075,0.0788,0.0825,0.0863,0.09,0.0938,0.0975,0.1013,0.105,0.1088,0.1125,0.1163,No comp data,1569613.291742
W129047246,UICARE-U7-IW-D,134.04,-0.8157,0.0847,,No Main Competitor,0.025,0.0847,0.0847,0.0847,0.0847,0.0847,0.0885,0.0922,0.096,0.0997,0.1035,0.1072,0.111,0.1147,0.1184,0.1222,0.126,0.1297,0.13,0.13,No comp data,3847.529082
LAP-GPS,LAP-GPS,69.24,0.0341,0.0724,,No Main Competitor,0.0341,0.0724,0.0724,0.0724,0.0724,0.0724,0.0761,0.0799,0.0837,0.0874,0.0912,0.0949,0.0987,0.1024,0.1062,0.1099,0.1137,0.1174,0.1212,0.1249,No comp data,136677.195673
UDM-PRO,UDM-PRO,293.31,0.0272,0.0638,0.0609,Used,0.0272,0.0627,0.0627,0.0627,0.0627,0.0627,0.0664,0.0702,0.074,0.0777,0.0814,0.0852,0.089,0.0927,0.0964,0.1002,0.104,0.1077,0.1114,0.1152,ALLNET Deutschland,11870826.686271
RAD-RD2,RAD-RD2,42.56,,0.1062,,No Competitor Data,0.1062,0.1062,0.1062,0.1062,0.1062,0.1062,0.1092,0.1121,0.1151,0.1181,0.1211,0.124,0.127,0.13,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,4486.169187
W126203919,U-CABLE-PATCH-5M-RJ45-BK,4.06,-0.0025,0.0744,,No Main Competitor,0.025,0.0744,0.0744,0.0744,0.0744,0.0744,0.0781,0.0819,0.0857,0.0894,0.0932,0.0969,0.1007,0.1044,0.1082,0.1119,0.1157,0.1194,0.1232,0.1269,No comp data,23119.55638
LOCO5AC,LOCO5AC,34.16,0.0626,0.066,0.0275,Used,0.0275,0.0506,0.0506,0.0506,0.0506,0.0506,0.0543,0.0581,0.0618,0.0656,0.0693,0.0731,0.0768,0.0806,0.0843,0.0881,0.0918,0.0956,0.0993,0.1031,ALLNET Deutschland,1718915.071558
W128445472,UISP-FIBER-XGS,108.94,0.0969,0.0639,,No Main Competitor,0.0639,0.0639,0.0639,0.0639,0.0639,0.0639,0.0677,0.0714,0.0752,0.0789,0.0827,0.0864,0.0902,0.0939,0.0977,0.1014,0.1052,0.1089,0.1127,0.1164,No comp data,54441.594483
W126203920,U-CABLE-PATCH-5M-RJ45-BL,4.06,0.101,0.0801,,No Main Competitor,0.0776,0.0801,0.0801,0.0801,0.0801,0.0801,0.0838,0.0876,0.0914,0.0951,0.0988,0.1026,0.1064,0.1101,0.1138,0.1176,0.1213,0.1251,0.1288,0.13,No comp data,17076.0743
W128942611,USW-FLEX-2.5G-5,38.77,0.0575,0.0527,0.0276,Used,0.0276,0.0427,0.0427,0.0427,0.0427,0.0427,0.0464,0.0502,0.0539,0.0577,0.0614,0.0652,0.0689,0.0727,0.0764,0.0802,0.0839,0.0877,0.0914,0.0952,ALLNET Deutschland,2589695.295047
UF-SPLITTER-32,UF-SPLITTER-32,32.31,,0.064,,No Competitor Data,0.064,0.064,0.064,0.064,0.064,0.064,0.0678,0.0715,0.0752,0.079,0.0828,0.0865,0.0902,0.094,0.0978,0.1015,0.1053,0.109,0.1128,0.1165,No comp data,6913.406119
USW-PRO-48-POE,USW-PRO-48-POE,802.11,0.0459,0.0526,0.0396,Used,0.0396,0.0474,0.0474,0.0474,0.0474,0.0474,0.0512,0.0549,0.0587,0.0624,0.0662,0.0699,0.0737,0.0774,0.0811,0.0849,0.0887,0.0924,0.0961,0.0999,ALLNET Deutschland,22458870.955405
W128955385,UDB-PRO,148.98,0.0142,0.0685,0.038,Used,0.025,0.0563,0.0563,0.0563,0.0563,0.0563,0.06,0.0638,0.0675,0.0713,0.075,0.0788,0.0825,0.0863,0.09,0.0938,0.0975,0.1013,0.105,0.1088,ALLNET Deutschland,848442.990604
W129012189,UACC-HDD-E-24TB,439.41,0.0084,0.0527,0.0277,Used,0.025,0.0427,0.0427,0.0427,0.0427,0.0427,0.0464,0.0502,0.0539,0.0577,0.0614,0.0652,0.0689,0.0727,0.0764,0.0802,0.0839,0.0877,0.0914,0.0952,ALLNET Deutschland,1931621.763812
W128851845,UACC-DISPLAY-SM,100.62,0.0972,0.0565,,No Main Competitor,0.0565,0.0565,0.0565,0.0565,0.0565,0.0565,0.0603,0.064,0.0678,0.0715,0.0752,0.079,0.0828,0.0865,0.0902,0.094,0.0978,0.1015,0.1053,0.109,No comp data,12001.163339
W126582756,U6-PRO,120.93,0.0411,0.0638,0.0277,Used,0.0277,0.0494,0.0494,0.0494,0.0494,0.0494,0.0532,0.0569,0.0607,0.0644,0.0682,0.0719,0.0757,0.0794,0.0832,0.0869,0.0907,0.0944,0.0982,0.1019,ALLNET Deutschland,16816779.025503
LTU-LITE,LTU-LITE,71.08,,0.0416,,No Competitor Data,0.0416,0.0416,0.0416,0.0416,0.0416,0.0416,0.0454,0.0491,0.0529,0.0566,0.0604,0.0641,0.0679,0.0716,0.0754,0.0791,0.0829,0.0866,0.0903,0.0941,No comp data,7554.752843
W128283726,UISP-S-PRO,303.71,,0.079,,No Competitor Data,0.0765,0.079,0.079,0.079,0.079,0.079,0.0828,0.0865,0.0902,0.094,0.0978,0.1015,0.1053,0.109,0.1128,0.1165,0.1203,0.124,0.1278,0.13,No comp data,147140.304803
W129287159,UVC-G6-PRO-TURRET-W,360.8,0.0516,0.0585,0.0337,Used,0.0337,0.0486,0.0486,0.0486,0.0486,0.0486,0.0524,0.0561,0.0599,0.0636,0.0674,0.0711,0.0748,0.0786,0.0823,0.0861,0.0898,0.0936,0.0973,0.1011,ALLNET Deutschland,63637.583141
W128986572,UACC-INTERCOM-WM,36.0,0.0889,0.0528,0.0358,Used,0.0358,0.046,0.046,0.046,0.046,0.046,0.0497,0.0535,0.0572,0.061,0.0648,0.0685,0.0722,0.076,0.0798,0.0835,0.0872,0.091,0.0948,0.0985,ALLNET Deutschland,26867.125489
W129012588,UACC-CABLE-PATCH-EL-C6A-0.15M-W,3.69,0.122,0.0813,0.2203,Outlier - Excluded,0.0813,0.0813,0.0813,0.0813,0.0813,0.0813,0.0851,0.0888,0.0926,0.0963,0.1001,0.1038,0.1076,0.1113,0.1151,0.1188,0.1226,0.1263,0.13,0.13,Wortmann AG,55306.032989
W128863981,UICARE-USW-48-EU-D,350.88,-0.8358,0.0811,,No Main Competitor,0.025,0.0811,0.0811,0.0811,0.0811,0.0811,0.0848,0.0886,0.0923,0.0961,0.0998,0.1036,0.1074,0.1111,0.1148,0.1186,0.1224,0.1261,0.1298,0.13,No comp data,11029.440922
W128891457,UACC-CABLE-PATCH-EL-8M-W,11.08,0.102,0.0792,0.2555,Outlier - Excluded,0.0792,0.0792,0.0792,0.0792,0.0792,0.0792,0.0829,0.0867,0.0905,0.0942,0.0979,0.1017,0.1055,0.1092,0.1129,0.1167,0.1205,0.1242,0.128,0.13,Wortmann AG,33132.501594
W128959394,UACC-DUAL-POWER-INJECTOR,60.0,0.16,0.0811,,No Main Competitor,0.0811,0.0811,0.0811,0.0811,0.0811,0.0811,0.0848,0.0886,0.0923,0.0961,0.0998,0.1036,0.1074,0.1111,0.1148,0.1186,0.1224,0.1261,0.1298,0.13,No comp data,24004.406497
W129048471,UACC-FAN-F2B-4020,48.93,,0.0633,,No Competitor Data,0.0633,0.0633,0.0633,0.0633,0.0633,0.0633,0.067,0.0708,0.0746,0.0783,0.082,0.0858,0.0896,0.0933,0.097,0.1008,0.1046,0.1083,0.112,0.1158,No comp data,6667.367103
W128820667,WAVE-PICO,135.7,0.0398,0.0527,0.0277,Used,0.0277,0.0427,0.0427,0.0427,0.0427,0.0427,0.0464,0.0502,0.0539,0.0577,0.0614,0.0652,0.0689,0.0727,0.0764,0.0802,0.0839,0.0877,0.0914,0.0952,ALLNET Deutschland,747450.177282
W129147849,UICARE-U7-PRO-XGS-B-D,266.2,-0.8144,0.0561,,No Main Competitor,0.025,0.0561,0.0561,0.0561,0.0561,0.0561,0.0599,0.0636,0.0673,0.0711,0.0748,0.0786,0.0823,0.0861,0.0898,0.0936,0.0973,0.1011,0.1048,0.1086,No comp data,71731.561674
W129125988,UACC-DOME-FM-B,28.62,0.0552,0.0989,,No Main Competitor,0.0552,0.0989,0.0989,0.0989,0.0989,0.0989,0.1027,0.1064,0.1102,0.1139,0.1177,0.1214,0.1252,0.1289,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,10556.842073
W129147842,UICARE-USW-PRO-XG-AGGREGATION-EU-D,2204.63,-0.8131,0.0642,,No Main Competitor,0.025,0.0642,0.0642,0.0642,0.0642,0.0642,0.0679,0.0717,0.0755,0.0792,0.0829,0.0867,0.0905,0.0942,0.0979,0.1017,0.1055,0.1092,0.1129,0.1167,No comp data,89667.282118
W129123920,USW-PRO-XG-48-POE,1846.28,0.0331,0.047,0.1356,Outlier - Excluded,0.0331,0.047,0.047,0.047,0.047,0.047,0.0508,0.0545,0.0583,0.062,0.0658,0.0695,0.0732,0.077,0.0807,0.0845,0.0882,0.092,0.0957,0.0995,Wortmann AG,3425756.892717
POE-48-24W,POE-48-24W,8.31,0.1131,0.0726,,No Main Competitor,0.0701,0.0726,0.0726,0.0726,0.0726,0.0726,0.0764,0.0801,0.0838,0.0876,0.0914,0.0951,0.0988,0.1026,0.1064,0.1101,0.1138,0.1176,0.1213,0.1251,No comp data,51887.241298
W126837549,UXG-PRO,369.26,0.0353,0.0526,0.0702,Used,0.0353,0.0597,0.0597,0.0597,0.0597,0.0597,0.0634,0.0672,0.0709,0.0747,0.0784,0.0822,0.0859,0.0897,0.0934,0.0972,0.1009,0.1047,0.1084,0.1122,Wortmann AG,1409472.869757
W129044739,UX7,147.12,0.0305,0.0526,0.0382,Used,0.0305,0.0469,0.0469,0.0469,0.0469,0.0469,0.0507,0.0544,0.0582,0.0619,0.0657,0.0694,0.0732,0.0769,0.0807,0.0844,0.0882,0.0919,0.0957,0.0994,ALLNET Deutschland,4226594.704115
W126082557,UISP-CABLE-PRO,96.93,0.1513,0.0715,0.0616,Used,0.0616,0.0675,0.0675,0.0675,0.0675,0.0675,0.0712,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,ALLNET Deutschland,679816.245484
W129126239,WAVE-FIBER-ONU,36.0,0.0778,0.0637,,No Main Competitor,0.0637,0.0637,0.0637,0.0637,0.0637,0.0637,0.0674,0.0712,0.075,0.0787,0.0825,0.0862,0.09,0.0937,0.0975,0.1012,0.105,0.1087,0.1125,0.1162,No comp data,14343.864143
W129242839,UACC-UK-ULTRA-TS,11.08,,0.0526,0.0271,Used,0.0271,0.0424,0.0424,0.0424,0.0424,0.0424,0.0462,0.0499,0.0537,0.0574,0.0612,0.0649,0.0687,0.0724,0.0761,0.0799,0.0837,0.0874,0.0912,0.0949,ALLNET Deutschland,2103.249697
POE-24-30W,POE-24-30W,10.15,0.136,0.0718,0.0365,Used,0.0365,0.0577,0.0577,0.0577,0.0577,0.0577,0.0614,0.0652,0.0689,0.0727,0.0764,0.0802,0.0839,0.0877,0.0914,0.0952,0.0989,0.1027,0.1064,0.1102,ALLNET Deutschland,18309.112703
IW-HD-CT-3,IW-HD-CT-3,28.62,,0.1056,0.0943,Used,0.0943,0.1011,0.1011,0.1011,0.1011,0.1011,0.1047,0.1083,0.1119,0.1155,0.1192,0.1228,0.1264,0.13,0.13,0.13,0.13,0.13,0.13,0.13,ALLNET Deutschland,236.098972
W129000891,UACC-RACK-EAR-2U,11.08,0.1282,0.087,,No Main Competitor,0.087,0.087,0.087,0.087,0.087,0.087,0.0907,0.0945,0.0982,0.102,0.1057,0.1095,0.1132,0.117,0.1207,0.1245,0.1283,0.13,0.13,0.13,No comp data,3662.016889
W129234937,UVC-G6-PRO-BULLET-B,353.42,0.033,0.1126,0.0553,Used,0.033,0.0897,0.0897,0.0897,0.0897,0.0897,0.0935,0.0972,0.101,0.1047,0.1085,0.1122,0.116,0.1197,0.1235,0.1272,0.13,0.13,0.13,0.13,ALLNET Deutschland,950340.685641
W129015517,UACC-OM-SFP10-1450,109.85,,,,No Competitor Data,0.075,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,3657.229634
W129112009,UACC-RJ45-COUPLER-C6A,21.23,0.1069,0.0788,0.0278,Outlier - Excluded,0.0763,0.0788,0.0788,0.0788,0.0788,0.0788,0.0825,0.0863,0.09,0.0938,0.0975,0.1013,0.105,0.1088,0.1125,0.1163,0.12,0.1238,0.1275,0.13,ALLNET Deutschland,58347.376472
W126343600,USW-ENTERPRISE-48-POE,1153.92,0.0334,0.0526,0.0277,Used,0.0277,0.0427,0.0427,0.0427,0.0427,0.0427,0.0464,0.0502,0.0539,0.0577,0.0614,0.0652,0.0689,0.0727,0.0764,0.0802,0.0839,0.0877,0.0914,0.0952,ALLNET Deutschland,4994644.979858
W129147766,UACC-RACK-SHELF-TL-SD,38.77,0.0575,0.0395,,No Main Competitor,0.0395,0.0395,0.0395,0.0395,0.0395,0.0395,0.0433,0.047,0.0508,0.0545,0.0583,0.062,0.0658,0.0695,0.0732,0.077,0.0807,0.0845,0.0882,0.092,No comp data,901.403467
W129147854,UICARE-E7-AUDIENCE-D,284.3,,0.0483,,No Competitor Data,0.0458,0.0483,0.0483,0.0483,0.0483,0.0483,0.052,0.0558,0.0595,0.0633,0.067,0.0708,0.0746,0.0783,0.082,0.0858,0.0896,0.0933,0.097,0.1008,No comp data,13560.931449
W126203910,U-CABLE-PATCH-1M-RJ45-BK,1.98,0.0354,0.0783,,No Main Competitor,0.0354,0.0783,0.0783,0.0783,0.0783,0.0783,0.082,0.0858,0.0896,0.0933,0.097,0.1008,0.1046,0.1083,0.112,0.1158,0.1196,0.1233,0.127,0.13,No comp data,114662.655889
W129124480,UVC-AI-PTZ-B,969.3,0.0459,0.0968,0.0544,Used,0.0459,0.0798,0.0798,0.0798,0.0798,0.0798,0.0835,0.0873,0.0911,0.0948,0.0985,0.1023,0.1061,0.1098,0.1135,0.1173,0.1211,0.1248,0.1285,0.13,ALLNET Deutschland,674205.976836
ACB-ISP,ACB-ISP,20.31,-0.0039,0.0668,,No Main Competitor,0.025,0.0668,0.0668,0.0668,0.0668,0.0668,0.0706,0.0743,0.078,0.0818,0.0856,0.0893,0.093,0.0968,0.1006,0.1043,0.108,0.1118,0.1155,0.1193,No comp data,213664.131044
POE-24-AF5X,POE-24-AF5X,10.15,0.1833,0.0748,,No Main Competitor,0.0748,0.0748,0.0748,0.0748,0.0748,0.0748,0.0786,0.0823,0.0861,0.0898,0.0936,0.0973,0.1011,0.1048,0.1086,0.1123,0.1161,0.1198,0.1236,0.1273,No comp data,3336.053593
W128807446,UACC-FIBER-SR-KIT,22.16,,0.0569,0.0551,Used,0.0551,0.0562,0.0562,0.0562,0.0562,0.0562,0.06,0.0637,0.0675,0.0712,0.075,0.0787,0.0825,0.0862,0.09,0.0937,0.0975,0.1012,0.105,0.1087,ALLNET Deutschland,422.475842
W129042600,UICARE-UTP-G3-TOUCH-PRO-D,182.71,-0.8199,,,No Main Competitor,0.025,0.075,0.075,0.075,0.075,0.075,0.0788,0.0825,0.0862,0.09,0.0938,0.0975,0.1013,0.105,0.1087,0.1125,0.1163,0.12,0.1237,0.1275,No comp data,204.357619
W129123923,USW-WAN,188.32,0.0381,0.0526,0.0277,Used,0.0277,0.0427,0.0427,0.0427,0.0427,0.0427,0.0464,0.0502,0.0539,0.0577,0.0614,0.0652,0.0689,0.0727,0.0764,0.0802,0.0839,0.0877,0.0914,0.0952,ALLNET Deutschland,101779.502411
HORN-5-60,HORN-5-60,53.54,,0.077,-0.5331,Outlier - Excluded,0.077,0.077,0.077,0.077,0.077,0.077,0.0807,0.0845,0.0882,0.092,0.0957,0.0995,0.1032,0.107,0.1107,0.1145,0.1182,0.122,0.1258,0.1295,ALLNET Deutschland,2963.0299
W127039849,UVC-AI-360,305.4,0.0062,0.087,0.0667,Used,0.025,0.0789,0.0789,0.0789,0.0789,0.0789,0.0827,0.0864,0.0902,0.0939,0.0977,0.1014,0.1052,0.1089,0.1127,0.1164,0.1202,0.1239,0.1277,0.13,ALLNET Deutschland,1372376.571622
W129147839,UICARE-USW-PRO-XG-24-POE-EU-D,1589.64,-0.8121,0.0373,,No Main Competitor,0.025,0.0373,0.0373,0.0373,0.0373,0.0373,0.0411,0.0448,0.0486,0.0523,0.0561,0.0598,0.0636,0.0673,0.0711,0.0748,0.0786,0.0823,0.0861,0.0898,No comp data,74127.229859
W129047253,UICARE-UDR7-EU-D,252.36,-0.8042,0.1173,,No Main Competitor,0.025,0.1173,0.1173,0.1173,0.1173,0.1173,0.1189,0.1205,0.1221,0.1236,0.1252,0.1268,0.1284,0.13,0.13,0.13,0.13,0.13,0.13,0.13,No comp data,4226.410304
W128986569,UACC-CAMERA-DM-W,43.39,0.0394,0.0653,,No Main Competitor,0.0394,0.0653,0.0653,0.0653,0.0653,0.0653,0.0691,0.0728,0.0766,0.0803,0.0841,0.0878,0.0916,0.0953,0.0991,0.1028,0.1066,0.1103,0.1141,0.1178,No comp data,57380.038486
W129048466,AFI-CABLE-USB-4.5M,30.46,,0.0754,,No Competitor Data,0.0754,0.0754,0.0754,0.0754,0.0754,0.0754,0.0791,0.0829,0.0866,0.0904,0.0941,0.0979,0.1016,0.1054,0.1091,0.1129,0.1166,0.1204,0.1241,0.1279,No comp data,6464.69043
W128996416,UICARE-UNAS-PRO-EU-D,457.19,-0.8198,0.0761,,No Main Competitor,0.025,0.0761,0.0761,0.0761,0.0761,0.0761,0.0799,0.0836,0.0873,0.0911,0.0948,0.0986,0.1023,0.1061,0.1098,0.1136,0.1173,0.1211,0.1248,0.1286,No comp data,8951.779791
